brand;model;year_from;year_to;engine_volume;fuel_type;oil_ngn_5w30_product;oil_ngn_5w30_article;oil_ngn_5w40_product;oil_ngn_5w40_article;oil_specs;oil_fill_liters;filter_oil_mann;filter_oil_lynx;filter_oil_sufix;filter_air_mann;filter_air_lynx;filter_air_sufix;filter_cabin_mann;filter_cabin_lynx;filter_cabin_sufix;notes;at_type;at_oil_specs;at_oil_fill_liters;at_ngn_product;at_ngn_article;filter_oil_oe;filter_air_oe;filter_cabin_oe;oil_ngn_aline_5w30_product;oil_ngn_aline_5w30_article;oil_ngn_aline_5w40_product;oil_ngn_aline_5w40_article
Fiat;Doblo;2008;2010;1.4L 8V/16V;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;Fiat 9.55535-M2, 5W-40 ACEA A3/B4;2.7;W 610/3;нет данных;нет данных;C 28 160/1;нет данных;нет данных;CU 46 003;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Fiat;Doblo;2008;2010;1.3 Multijet;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;Fiat 9.55535-S2, 5W-40 ACEA C3;3.2;HU 713/1 X;нет данных;нет данных;C 31 106;нет данных;нет данных;CU 46 003;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Fiat;Doblo;2008;2010;1.9 Multijet / JTD;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;Fiat 9.55535-M2/S2, 5W-40;4.6;HU 816/2 X;нет данных;нет данных;C 31 106;нет данных;нет данных;CU 46 003;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Optima;2012;2019;2.0L MPI / CVVL;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SP/SN, ACEA A5/B5, 5W-30;4.2;W 811/80;нет данных;нет данных;C 28 010;нет данных;нет данных;CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Optima;2012;2019;2.4L GDI / MPI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ILSAC GF-6A, API SN Plus, 5W-30;6.2;W 811/80;нет данных;нет данных;C 28 010;нет данных;нет данных;CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Sportage;2007;2020;2.0L MPI / GDI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SM/SN, ACEA A5/B5, 5W-30;4.0;W 811/80;нет данных;нет данных;C 26 013;нет данных;нет данных;CU 24 004;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Sportage;2007;2020;2.0L CRDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, 5W-30;8.0;HU 7027 Z;нет данных;нет данных;C 26 013;нет данных;нет данных;CU 24 004;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;K5;2020;2024;2.0L MPI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SP, ILSAC GF-6A, 0W-20 / 5W-30;4.0;W 811/80;нет данных;нет данных;C 28 038;нет данных;нет данных;CU 24 021;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;K5;2020;2024;2.5L GDI / T-GDI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SP, ILSAC GF-6A, 0W-30;5.8;HU 7035 Y;нет данных;нет данных;C 28 038;нет данных;нет данных;CU 24 021;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Mohave;2020;2024;3.0L V6 CRDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C2/C3, 5W-30;7.4;HU 8013 Z;нет данных;нет данных;C 28 013;нет данных;нет данных;CU 24 004;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Cerato;2006;2014;1.6 (G4FC);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SM, ACEA A5/B5, 5W-30;3.3;W 811/80;нет данных;нет данных;C 25 016;нет данных;нет данных;CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Cerato;2006;2014;2.0 (G4KD);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SM, ACEA A3/B4, 5W-30;4.1;W 811/80;нет данных;нет данных;C 25 016;нет данных;нет данных;CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Cerato;2006;2014;1.6 CRDi (D4FB);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, 5W-30;5.3;HU 712/10 X;нет данных;нет данных;C 25 016;нет данных;нет данных;CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Soul;2018;2020;1.6 GDI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN, ACEA A5/B5, 5W-30;3.6;W 811/80;нет данных;нет данных;C 24 013;нет данных;нет данных;CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Soul;2018;2020;2.0 MPI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, ILSAC GF-6, 5W-30;4.0;W 811/80;нет данных;нет данных;C 24 013;нет данных;нет данных;CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Soul;2018;2020;1.6 T-GDI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A5/B5, 5W-30;4.5;W 811/80;нет данных;нет данных;C 24 013;нет данных;нет данных;CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Spectra;2011;2014;1.6 (G4FC);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SM/SN, ACEA A5/B5, 5W-30;3.3;W 811/80;нет данных;нет данных;C 2432;нет данных;нет данных;CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Quoris;2013;2018;3.8 V6 GDI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, ACEA A5, 5W-30;5.7;HU 7001 x;нет данных;нет данных;нет данных;нет данных;нет данных;CU 25 018;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Quoris;2013;2018;5.0 V8 GDI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SP, ACEA C2/C3, 5W-30;7.2;HU 7001 x;нет данных;нет данных;нет данных;нет данных;нет данных;CU 25 018;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Venga;2012;2015;1.4 MPI / 1.6 MPI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN, ACEA A5/B5, 5W-30;3.3;W 8017;нет данных;нет данных;C 24 013;нет данных;нет данных;CU 24 012;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Venga;2012;2015;1.4 CRDi / 1.6 CRDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, 5W-30;5.3;HU 7001 x;нет данных;нет данных;C 24 013;нет данных;нет данных;CU 24 012;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Sorento;2014;2018;2.4 GDI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, ILSAC GF-6A, 5W-30;4.6;W 811/80;нет данных;нет данных;C 28 011;нет данных;нет данных;CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Sorento;2014;2018;3.3 V6 GDI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, ACEA A5, 5W-30;5.7;HU 7001 x;нет данных;нет данных;C 28 011;нет данных;нет данных;CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
